portal,operacion,url,titulo,tipo_inmueble,barrio,precio_moneda,precio_valor,gastos_comunes,dormitorios,banos,m2
InfoCasas,alquiler,https://www.infocasas.com.uy/apartamento-en-alquiler-villa-biarritz-de-1-dormitorio/193889826,APARTAMENTO EN ALQUILER VILLA BIARRITZ DE 1 DORMITORIO.,Apartamento,Villa Biarritz,UYU,32000,8100,1,1,45
InfoCasas,alquiler,https://www.infocasas.com.uy/casa-venta-3-dormitorios/192362765,Casa venta 3 dormitorios,Casa,Carrasco Este,UYU,47000,6000,3,3,95
InfoCasas,alquiler,https://www.infocasas.com.uy/malvin-alquilo-apartamento-1-dormitorio-con-garage/193964416,MALVIN ALQUILO APARTAMENTO 1 DORMITORIO CON GARAGE,Apartamento,Malvín,UYU,37000,4000,1,1,50
InfoCasas,alquiler,https://www.infocasas.com.uy/apartamento-en-alquiler-palermo-inmobiliaria-lars/193970111,Apartamento en alquiler / Palermo - Inmobiliaria Lars,Apartamento,Palermo,UYU,28000,4200,1,1,45
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-monoambiente-en-planta-baja-con-garage-en-buceo-pte-oribe/193968873,Alquiler monoambiente en Planta baja con garage en Buceo Pte Oribe,Apartamento,Buceo,UYU,22000,,0,1,35
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-casa-carrasco-norte/193682314,ALQUILER CASA CARRASCO NORTE,Casa,Carrasco Norte,USD,3300,,4,3,320
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-1-dormitorio-cocina-definida-cordon-sur-brandzen-y-adiaz/193805979,Alquiler apartamento 1 dormitorio cocina definida Cordón Sur Brandzen y A.Díaz,Apartamento,Tres Cruces,UYU,24900,4200,1,1,50
InfoCasas,alquiler,https://www.infocasas.com.uy/gran-residencia/193020685,GRAN RESIDENCIA,Casa,Carrasco,USD,4200,,5,3,672
InfoCasas,alquiler,https://www.infocasas.com.uy/apartamento-en-alquiler-en-carrasco-8778-amueblado-y-proximo-a-rambla/193469911,"Apartamento en alquiler en Carrasco 8778, amueblado y próximo a Rambla",Apartamento,Carrasco,USD,3800,30000,4,3,180
InfoCasas,alquiler,https://www.infocasas.com.uy/apartamento-en-alquiler-en-cordon/193785112,Apartamento en alquiler en Cordón,Apartamento,Cordón,UYU,18500,4000,1,1,37
InfoCasas,alquiler,https://www.infocasas.com.uy/alameda-del-prado/193713175,ALAMEDA DEL PRADO,Apartamento,Prado,UYU,25500,4700,1,1,45
InfoCasas,alquiler,https://www.infocasas.com.uy/apartamento-en-alquiler-buceo-inmobiliaria-lars/193832849,Apartamento en alquiler / Buceo - Inmobiliaria Lars,Apartamento,Buceo,UYU,32000,4800,1,1,38
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-1-dormitorio-cochera-parque-batlle/193804149,Alquiler Apartamento 1 dormitorio  cochera Parque Batlle,Apartamento,Parque Batlle,UYU,27500,7300,1,1,43
InfoCasas,alquiler,https://www.infocasas.com.uy/torres-mundra-monterroso-y-requena/193914466,"Torres Mundra, Monterroso y Requena",Apartamento,Cordón,UYU,30000,,1,1,54
InfoCasas,alquiler,https://www.infocasas.com.uy/hermosa-propiedad-de-estilo-en-puerto-del-buceo-3-dorm-y-servicio-2-gges/193832690,Hermosa propiedad de estilo en Puerto del Buceo 3 dorm y servicio 2 gges,Apartamento,Puerto Buceo,USD,2700,73000,3,2,237
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-de-espectacular-penthouse-en-un-punto-estrategico-de-ciudad-vieja/193921181,Alquiler De Espectacular Penthouse En Un Punto Estratégico De Ciudad Vieja,Oficina,Ciudad Vieja,UYU,160000,50000,,3,616
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-de-3-dormitorios-en-malvin/193943241,Alquiler Apartamento De 3 Dormitorios En Malvin,Apartamento,Malvín,USD,2000,8000,3,2,107
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-local-comercial-en-constituyente-esq-emilio-frugoni/193891278,Alquiler local comercial en Constituyente esq  Emilio Frugoni,Local Comercial,Cordón,UYU,75000,,,2,250
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-1-dormitorio-en-centro/193883019,Alquiler Apartamento 1 dormitorio en centro,Apartamento,Palermo,UYU,26900,3900,1,1,75
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-–-punta-carretas-–-local-salida-a-2-calles-frente-al-shopping/193813727,Alquiler – Punta Carretas – Local Salida a 2 Calles Frente al Shopping,Local Comercial,Punta Carretas,UYU,115000,,,2,140
InfoCasas,alquiler,https://www.infocasas.com.uy/noi-artes-103-alquiler-apartamento-1-dormitorio-en-el-centro-con-patio-y-parrillero-garaje/193775605,Noi Artes (103) - Alquiler Apartamento 1 Dormitorio en el Centro con Patio y Parrillero | Garaje,Apartamento,Centro,UYU,30500,4500,1,1,117
InfoCasas,alquiler,https://www.infocasas.com.uy/espacio-de-oficina-en-renta-para-5-personas-en-montevideo-mitre/193582532,"Espacio de oficina en renta para 5 personas en Montevideo, Mitre",Oficina,Montevideo,UYU,35251,,,2,75
InfoCasas,alquiler,https://www.infocasas.com.uy/la-teja-proximo-a-paso-molino-belvedere-prado/193301053,"La Teja, próximo a Paso molino, Belvedere, Prado",Casa,La Teja,UYU,32500,,4,2,120
InfoCasas,alquiler,https://www.infocasas.com.uy/apartamento-como-a-estrenar-en-well-3/193360597,Apartamento como a estrenar en WELL 3,Apartamento,Parque Miramar,USD,2550,23500,3,3,186
InfoCasas,alquiler,https://www.infocasas.com.uy/gran-local-con-oficinas-y-fondo/193119134,Gran local con oficinas y fondo!!!!,Local Comercial,Colón,UYU,55000,,,1,85
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-casa-en-una-planta-en-punta-gorda/193725276,Alquiler casa en una planta en Punta Gorda,Casa,Punta Gorda,USD,2950,,3,2,110
InfoCasas,alquiler,https://www.infocasas.com.uy/local-comercial-en-alquiler-en-ciudad-vieja/190992127,Local Comercial En Alquiler En Ciudad Vieja,Local Comercial,Ciudad Vieja,UYU,25000,2500,,1,70
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-casa-3-dormitorios-y-servicio-en-barrio-privado-san-nicolas-carrasco/190903240,Alquiler Casa 3 Dormitorios Y Servicio En Barrio Privado San Nicolas- Carrasco,Casa,Barrio San Nicolás,USD,3990,,3,3,200
InfoCasas,alquiler,https://www.infocasas.com.uy/oportunidad-alquiler-local-comercial-exclusivo/187747325,OPORTUNIDAD! ALQUILER LOCAL COMERCIAL EXCLUSIVO,Local Comercial,Buceo,USD,7000,,,2,460
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-de-apartamento-en-cordon-sur-10283-1-dormitorio-gran-terraza/193863958,"Alquiler de Apartamento en Cordón Sur 10283, 1 dormitorio, gran terraza",Apartamento,Cordón,UYU,30000,,1,1,48
InfoCasas,alquiler,https://www.infocasas.com.uy/galpon-en-alquiler-2-ambientes-0-dormitorios/193984404,Galpon EN alquiler 2 AMBIENTES 0 DORMITORIOS,Galpón,Belvedere,USD,3500,,,1,4700
InfoCasas,alquiler,https://www.infocasas.com.uy/casa-de-3-dormitorios-en-alquiler-en-punta-carretas/193963679,CASA DE 3 DORMITORIOS EN ALQUILER EN PUNTA CARRETAS,Casa,Punta Carretas,USD,3200,,3,3,245
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-1-dormitorio-amoblado-a-estrenar-punta-carretas/193952006,"Alquiler 1 Dormitorio Amoblado a Estrenar, Punta Carretas",Apartamento,Punta Carretas,USD,1350,4300,1,1,41
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-de-casa-3-dormitorios-garaje-y-piscina-en-carrasco-montevideo/193943225,"Alquiler de casa 3 dormitorios, garaje y piscina en Carrasco, Montevideo",Casa,Montevideo,USD,3200,,3,3,383
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-de-1-dormitorio-con-terraza-y-amenities-en-la-blanqueada/193882402,Alquiler Apartamento de 1 Dormitorio con Terraza y Amenities en La Blanqueada,Apartamento,La Blanqueada,UYU,26500,4000,1,1,48
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-2-dormitorios-al-frente-terraza-maldonado-y-rio-negro-centro/193880150,Alquiler apartamento 2 dormitorios al frente terraza Maldonado y Río Negro Centro,Apartamento,Barrio Sur,UYU,27000,3800,2,1,60
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-1-dormitorio-con-terraza-en-3-cruces/193803367,Alquiler apartamento 1 Dormitorio con terraza en 3 Cruces,Apartamento,Tres Cruces,UYU,27000,3400,1,1,41
InfoCasas,alquiler,https://www.infocasas.com.uy/3-dormitorios-en-alquiler-paso-molino/193929335,3 Dormitorios En Alquiler! Paso Molino,Casa,La Teja,UYU,31000,,3,1,90
InfoCasas,alquiler,https://www.infocasas.com.uy/proximo-garzon-y-san-quintin-galpon-de-2000m2-explanada-de-uso-exclusivo-de-3700m2-vigilancia-24-hs-/193613249,"Proximo Garzón y San Quintin, Galpón de 2000m2, explanada de uso exclusivo de  3700m2, vigilancia 24 hs !!",,,USD,7000,,,,2000
InfoCasas,alquiler,https://www.infocasas.com.uy/apartamento-en-alquiler-1-dormitorio/193930573,Apartamento EN alquiler 1 DORMITORIO,Apartamento,Cordón,UYU,26500,4300,1,1,43
InfoCasas,alquiler,https://www.infocasas.com.uy/republica-francesa-esq-juan-m-gutierrez/193886812,REPUBLICA FRANCESA ESQ. JUAN M GUTIERREZ,Apartamento,Capurro,UYU,24000,,2,2,60
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-dos-dormitorios-frente-al-parque-villa-biarritz/193886699,ALQUILER DOS DORMITORIOS FRENTE AL PARQUE VILLA BIARRITZ,Apartamento,Villa Biarritz,UYU,46000,17000,2,2,60
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-deposito-200-m2-con-vivienda-de-100-m-terr-2827-m2/193596530,Alquiler Deposito 200 M2 Con Vivienda De 100 M Terr. 2827 M2,,,UYU,75000,,,2,400
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-casa-san-nicolas-5240-5-dormitorios-con-piscina/193489605,"Alquiler Casa San Nicolás 5240 | 5 dormitorios, con piscina",Casa,Barrio San Nicolás,USD,10500,,5,3,1200
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-golf-3-dormitorios-garage-vista/193337441,ALQUILER APARTAMENTO GOLF 3 DORMITORIOS GARAGE VISTA,Apartamento,Punta Carretas,USD,1999,25000,3,3,120
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-planta-baja-parque-batlle-2-dormitorios-1-baño-cocina-definida/193275475,Alquiler Apartamento Planta Baja Parque Batlle 2 Dormitorios 1 Baño Cocina definida,Apartamento,Parque Batlle,UYU,31000,4000,2,1,65
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-con-tres-dormitorios-y-terraza-en-la-blanqueada-bv-jose-batlle-y-ordoñez-y-larrañaga/193275514,Alquiler - Apartamento con tres dormitorios y terraza en La Blanqueada - Bv. Jose Batlle y Ordoñez y Larrañaga,Apartamento,La Blanqueada,UYU,26900,6000,3,1,56
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-penthouse-de-2-dormitorios-en-pocitos-garaje-calefaccion-piso-10-inmejorable-vista/193986347,"Alquiler Apartamento Penthouse De 2 Dormitorios En Pocitos, Garaje, Calefaccion, Piso 10, Inmejorable Vista.",Apartamento,Pocitos,UYU,35000,5500,2,1,65
InfoCasas,alquiler,https://www.infocasas.com.uy/exclusivo-apartamento-amoblado-en-alquiler-tres-cruces/193750906,Exclusivo Apartamento Amoblado en Alquiler - Tres Cruces,Apartamento,Tres Cruces,UYU,39900,4540,1,1,54
InfoCasas,alquiler,https://www.infocasas.com.uy/alquiler-apartamento-2-dormitorios-y-escritorio-pocitos/193891950,Alquiler Apartamento 2 Dormitorios y Escritorio Pocitos,Apartamento,Pocitos,UYU,39500,12750,2,2,125
Gallito,venta,https://www.gallito.com.uy/oportunidad-apartamento-1-dorm-en-carrasco-norte-inmuebles-29019743,OPORTUNIDAD! APARTAMENTO 1 DORM EN CARRASCO NORTE,Apartamento,Carrasco Norte,USD,108000,,1,,
Gallito,venta,https://www.gallito.com.uy/venta-de-oficina-centro-con-garaje-inmuebles-28972293,Venta de Oficina Centro con Garaje,Oficina,Centro,USD,65000,,,,
Gallito,venta,https://www.gallito.com.uy/si-vende-apartamento-2-dormitorios-1-ba%C3%B1o-en-union-inmuebles-29426126,Si vende apartamento 2 dormitorios 1 baño en Unión,Apartamento,Union,USD,95000,,2,,
Gallito,venta,https://www.gallito.com.uy/consulte-precio-terreno-354-metros-cercano-a-tres-cruces-inmuebles-29053134,"CONSULTE PRECIO Terreno, 354 metros, cercano a Tres Cruces",Terreno,Tres Cruces,USD,425000,,,,
Gallito,venta,https://www.gallito.com.uy/venta-de-apartamento-de-1-dormitorio-en-vivo-life-centro-inmuebles-29321689,Venta de Apartamento de 1 Dormitorio en Vivo Life Centro,Apartamento,Centro,USD,132000,,1,,
Gallito,venta,https://www.gallito.com.uy/vento-amplio-apto-de-1-dormitorio-en-construccion-al-frente-inmuebles-25438225,Vento amplio apto de 1 dormitorio en construcción al frente,Apartamento,Pocitos,USD,261000,,1,,
Gallito,venta,https://www.gallito.com.uy/venta-apartamento-pocitos-delrey-propiedades-inmuebles-29398730,Venta Apartamento Pocitos DELREY PROPIEDADES,Apartamento,Pocitos,USD,780000,,3,,
Gallito,venta,https://www.gallito.com.uy/venta-con-renta-de-local-comercial-y-2-apartamentos-en-ciud-inmuebles-27150426,Venta con Renta de Local Comercial y 2 Apartamentos en Ciud,Local,Ciudad Vieja,USD,290000,,,,
Gallito,venta,https://www.gallito.com.uy/venta-casa-gemela-3-dormitorios-2-ba%C3%B1os-garaje-fondo-verde-inmuebles-29263026,VENTA CASA  GEMELA 3 DORMITORIOS 2 BAÑOS GARAJE FONDO VERDE,Casa,Prado Norte,USD,190000,,3,,
Gallito,venta,https://www.gallito.com.uy/estrena-julio-2026-1-dormitorios-en-barrio-sur-inmuebles-28990240,Estrena Julio 2026 1 dormitorios en Barrio Sur,Apartamento,Barrio Sur,USD,134000,,1,,
Gallito,venta,https://www.gallito.com.uy/casa-en-venta-en-lezica-inmuebles-29151437,Casa en venta en Lezica,Casa,Lezica,USD,35000,,3,,
Gallito,venta,https://www.gallito.com.uy/casa-venta-cochera-las-acacias-montevideo-imasuy-lm-inmuebles-29251863,Casa Venta Cochera Las Acacias Montevideo iMas.uy LM *...,Casa,Las Acacias,USD,85000,,2,,
Gallito,venta,https://www.gallito.com.uy/oportunidad-proximo-al-mam-y-zona-arenal-grande-inmuebles-28995486,Oportunidad !! Próximo al MAM y Zona Arenal Grande !!,Apartamento,Goes,USD,63000,,1,,
Gallito,venta,https://www.gallito.com.uy/venta-3-dormitorios-y-gge-proximo-nuevo-centro-inmuebles-28943977,Venta 3 dormitorios y gge próximo Nuevo Centro,Apartamento,Jacinto Vera,USD,135000,,3,,
Gallito,venta,https://www.gallito.com.uy/casa-en-venta-la-comercial-inmuebles-28217025,Casa en Venta - La Comercial,Casa,La Comercial,USD,138000,,3,,
Gallito,venta,https://www.gallito.com.uy/imperial-vende-casa-con-renta-3-dorm-2-ba%C3%B1os-gge-patio-inmuebles-29063015,"IMPERIAL VENDE.... CASA CON RENTA 3 DORM 2 BAÑOS , GGE PATIO",Casa,Cerrito,USD,130000,,3,,
Gallito,venta,https://www.gallito.com.uy/apartamento-frente-a-rambla-malvin-1-dormitorio-con-garaje-inmuebles-29160590,Apartamento frente a rambla Malvin 1 dormitorio con garaje,Apartamento,Malvin,USD,210000,,1,,
Gallito,venta,https://www.gallito.com.uy/lanzamiento-entrega-aprox-diciembre-2022-inmuebles-28813399,¡Lanzamiento! Entrega aprox. Diciembre 2022,Apartamento,Tres Cruces,USD,180350,,2,,
Gallito,venta,https://www.gallito.com.uy/venta-apartamento-de-3-dormitorios-en-oda-punta-carretas-inmuebles-28815796,Venta Apartamento de 3 dormitorios en ODA Punta Carretas,Apartamento,Punta Carretas,USD,845000,,3,,
Gallito,venta,https://www.gallito.com.uy/a-estrenar-vis-apartamento-1-dormitorio-balcon-y-garag-inmuebles-29143509,"A ESTRENAR!!!! VIS Apartamento 1 dormitorio, balcón y garag",Apartamento,Cordon,USD,159800,,1,,
Gallito,venta,https://www.gallito.com.uy/venta-2-dorm-en-complejo-barrio-jardin-flamengo-%E2%80%93-ref-va1035-inmuebles-29211115,Venta 2 Dorm en Complejo Barrio Jardín Flamengo – REF VA1035,Apartamento,La Blanqueada,USD,110000,,2,,
Gallito,venta,https://www.gallito.com.uy/apartamento-venta-con-renta-aires-puros-montevideo-imasu-inmuebles-28763220,Apartamento Venta Con Renta Aires Puros Montevideo iMas.u...,Apartamento,Aires Puros,USD,53000,,1,,
Gallito,venta,https://www.gallito.com.uy/excelente-calidad-constructiva-cercano-al-nuevo-centro-veala-inmuebles-23966497,Excelente Calidad Constructiva Cercano al Nuevo Centro Veala,Casa,Brazo Oriental,USD,190000,,2,,
Gallito,venta,https://www.gallito.com.uy/edificio-vit-inmuebles-27246048,Edificio Vit,Apartamento,La Blanqueada,USD,115000,,1,,
Gallito,venta,https://www.gallito.com.uy/gran-terreno-vivienda-o-proyectos-varios-inmuebles-23690227,GRAN TERRENO: VIVIENDA Ó PROYECTOS VARIOS.-,Casa,Carrasco Norte,USD,380000,,3,,
Gallito,venta,https://www.gallito.com.uy/alquilado-en-37000-impec2-dorm-ba%C3%B1o-cocdefuss170000-8vo-inmuebles-29349547,"Alquilado en 37000 impec.2 dorm, baño,cocdef.u$s170000 8vo.",Apartamento,Pocitos,USD,170000,,2,,
Gallito,venta,https://www.gallito.com.uy/-monoambiente-a-estrenar-pta-carretas-inmuebles-28989838,| MONOAMBIENTE | A ESTRENAR | PTA. CARRETAS. -,Apartamento,Punta Carretas,USD,113000,,1,,
Gallito,venta,https://www.gallito.com.uy/venta-de-apartamento-de-1-dormitorio-en-rua-guayabos-cordon-inmuebles-28532001,"Venta de apartamento de 1 dormitorio en Rúa Guayabos, Cordón",Apartamento,Cordon,USD,134900,,1,,
Gallito,venta,https://www.gallito.com.uy/super-luminoso-en-excelente-ubicacion-impecable-estado-inmuebles-28859494,Super luminoso en excelente ubicación. Impecable estado,Apartamento,Pocitos,USD,295000,,3,,
Gallito,venta,https://www.gallito.com.uy/local-comercial-en-venta-ubicado-en-centro-inmuebles-29198120,Local Comercial en venta ubicado en Centro,Local,Otro,USD,89000,,,,
Gallito,venta,https://www.gallito.com.uy/casa-a-la-venta-en-la-comercial-de-tres-dormitorios-con-coc-inmuebles-29180872,Casa a la Venta en La Comercial de Tres Dormitorios con Coc,Casa,La Blanqueada,USD,215000,,3,,
Gallito,venta,https://www.gallito.com.uy/venta-casa-2-dorm-en-atahualpa-chuy-esq-herrero-y-espinosa-inmuebles-28517898,"Venta casa 2 dorm en Atahualpa, Chuy esq. Herrero y Espinosa",Casa,Atahualpa,USD,120000,,2,,
Gallito,venta,https://www.gallito.com.uy/en-construccion-monoambiente-divisible-inmuebles-28982557,En construcción. Monoambiente divisible,Apartamento,Aguada,USD,100000,,1,,
Gallito,venta,https://www.gallito.com.uy/apartamento-en-venta-inmuebles-28955428,Apartamento en Venta,Apartamento,Pocitos,USD,160000,,2,,
Gallito,venta,https://www.gallito.com.uy/excelente-predio-en-lo-mejor-de-prado-inmuebles-28067542,Excelente predio en lo mejor de Prado,Terreno,Otro,USD,1380000,,,,
Gallito,venta,https://www.gallito.com.uy/venta-apartamento-1-dormitorio-en-el-centro-inmuebles-28814990,Venta apartamento 1 dormitorio en el Centro,Apartamento,Centro,USD,124900,,1,,
Gallito,venta,https://www.gallito.com.uy/venta-apartamento-de-1-dormitorio-en-el-centro-inmuebles-29075773,Venta Apartamento de 1 Dormitorio en el Centro,Apartamento,Centro,USD,115000,,1,,
Gallito,venta,https://www.gallito.com.uy/venta-de-apartamento-de-2-dormitorios-y-garaje-inmuebles-27266647,VENTA DE APARTAMENTO DE 2 DORMITORIOS Y GARAJE,Apartamento,Bolivar M. Modelo,USD,153000,,2,,
Gallito,venta,https://www.gallito.com.uy/casa-venta-punta-carretas-montevideo-imasuy-s-inmuebles-29212648,Casa Venta Punta Carretas Montevideo iMas.uy S *...,Casa,Punta Carretas,USD,249000,,3,,
Gallito,venta,https://www.gallito.com.uy/venta-de-casa-en-aires-puros-inmuebles-28572779,Venta de Casa en AIRES PUROS,Casa,Aires Puros,USD,257000,,3,,
