portal,operacion,url,titulo,tipo_inmueble,barrio,precio_moneda,precio_valor,gastos_comunes,dormitorios,banos,m2
Casasymas,venta,https://www.casasymas.com.uy/propiedad/269098-apartamento-en-venta-en-cordon-2-dormitorios-2-terrazas#venta,Apartamento en venta en Cordón 2 dormitorios 2 terrazas,,Cordón,USD,185000,,2,1,86
Casasymas,venta,https://www.casasymas.com.uy/propiedad/270190-venta-de-apartamento-1-dormitorio-con-balcon-al-frente-en-prado-a-estrenar#venta,Venta de apartamento 1 dormitorio con balcón al frente en Prado A estrenar,,Prado,USD,165000,,1,1,55
Casasymas,venta,https://www.casasymas.com.uy/propiedad/277147-venta-penthouse-3-dormitorios-3-banos-tres-cruces-montevideo#venta,"Venta Penthouse 3 Dormitorios 3 Baños. Tres Cruces, Montevideo",,Tres Cruces,USD,280000,,3,3,105
Casasymas,venta,https://www.casasymas.com.uy/propiedad/263725-apartamento-a-la-venta-de-3-dormitorios-vistas-a-villa-biarritz#venta,Apartamento a la venta de 3 dormitorios. Vistas a Villa Biarritz.,,Punta Carretas,USD,820000,,3,3,183
Casasymas,venta,https://www.casasymas.com.uy/propiedad/269089-apartamento-en-venta-en-cordon-a-estrenar-1-dormitorio-norte#venta,Apartamento en venta en Cordon a estrenar 1 dormitorio Norte,,Cordón,USD,150000,,1,1,
Casasymas,venta,https://www.casasymas.com.uy/propiedad/262950-casa-en-carrasco-en-venta-de-3-dormitorios-patio-con-parrillero-en-senda-lancasteriana#venta,"Casa en Carrasco en venta de 3 dormitorios, Patio con parrillero, en Senda Lancasteriana",,Carrasco,USD,320000,,3,3,91
Casasymas,venta,https://www.casasymas.com.uy/propiedad/266462-casa-en-venta-de-4-dormitorios-con-piscina-en-carrasco-montevideo#venta,"Casa en Venta de 4 dormitorios con  Piscina en Carrasco, Montevideo",,Carrasco,USD,1100000,,4,4,623
Casasymas,venta,https://www.casasymas.com.uy/propiedad/270896-apartamento-en-venta-de-3-dormitorios-en-pocitos-montevideo#venta,"Apartamento en Venta de 3 dormitorios  en Pocitos, Montevideo",,Pocitos,USD,299000,,3,3,148
Casasymas,venta,https://www.casasymas.com.uy/propiedad/277549-venta-barrio-sur-casa-ph-independiente-de-1930-totalmente-reciclada-local-comercial-o-vivienda-3-dor#venta,Venta Barrio Sur Casa ph independiente de 1930 totalmente reciclada local comercial o vivienda 3 dor,,Barrio Sur,USD,212000,,4,1,132
Casasymas,venta,https://www.casasymas.com.uy/propiedad/272593-local-en-venta-en-aguada-montevideo#venta,"Local en Venta  en Aguada, Montevideo",,Aguada,USD,325000,,,,503
Casasymas,venta,https://www.casasymas.com.uy/propiedad/247383-apartamento-en-venta-c-cochera-en-pocitos#venta,Apartamento en venta c/ cochera en Pocitos,,Pocitos,USD,279000,,3,2,70
